term,source,date,title,url,verified,snippet
reliable,chroniclingamerica,1824-10-07,"Image 2 of The Wilmingtonian, and Delaware register (Wilmington, Del.), October 7, 1824",http://www.loc.gov/resource/sn88053080/1824-10-07/ed-1/?sp=2,False,
reliable,chroniclingamerica,1822-02-12,"Image 2 of The Rhode-Island American, and general advertiser (Providence [R.I.]), February 12, 1822",http://www.loc.gov/resource/sn83025442/1822-02-12/ed-1/?sp=2,True,"every wise a** ft*, proper, and, be might use\nthe word which he bid lately heard on tins\nflour fur the fist ti ne, as reliable a Represen\ntative. as the man nbo is in search after a\nplace or .pension. But, bis worthy friend\nwould \u2019ell the"
reliable,chroniclingamerica,1832-09-15,"Image 2 of Providence patriot, Columbian phenix (Providence, R.I.), September 15, 1832",http://www.loc.gov/resource/sn83025643/1832-09-15/ed-1/?sp=2,False,
reliable,chroniclingamerica,1827-05-01,"Image 1 of Rhode-Island American and Providence gazette (Providence [R.I.]), May 1, 1827",http://www.loc.gov/resource/sn83021385/1827-05-01/ed-1/?sp=1,True,"parative\nfreedom and happiness. But this mediation be\ning refused, it may be hoped, nay, if information\nderived from reliable sources do not mislead us,\nit may be stated with certainty, that Great Brit\nain and perhaps France will unite in sayi"
appliances,chroniclingamerica,1834-03-22,"Image 2 of The penny post (Providence [R.I.]), March 22, 1834",http://www.loc.gov/resource/sn83021392/1834-03-22/ed-1/?sp=2,False,
appliances,chroniclingamerica,1828-03-08,"Image 3 of The ladies' garland (Harpers-Ferry, Va. [W. Va.]), March 8, 1828",http://www.loc.gov/resource/sn85059803/1828-03-08/ed-1/?sp=3,True,"their green anti\nductile affections soon twine around new\nobjects, lint the sorrows of the poor, who\nhave no outward appliances to soothe; the\nsorrows of the aged, with whom life at best\nis but a wintry day, and who can look for\nno alter growth"
appliances,chroniclingamerica,1835-08-12,"Image 2 of Daily national intelligencer (Washington City [D.C.]), August 12, 1835",http://www.loc.gov/resource/sn83026172/1835-08-12/ed-1/?sp=2,True,"ation. But with the divisions\nwhich generally and always will pervade the deliberations\nof Congress, and with all the appliances of an Executive\nto awe or excite when his reputation or interest is at\nstake, it is easy to see that this unanimity c"
appliances,chroniclingamerica,1835-08-01,"Image 1 of The daily herald (New-Haven [Conn.]), August 1, 1835",http://www.loc.gov/resource/sn82015818/1835-08-01/ed-1/?sp=1,True,"drels, who\nare said to be makins- fearful mischief in that\ncity. They have their regular decoys, and\nall the artsand appliances of a finished Lon\ndon hell. A writer in the Chronicle says that\nthere are five hundred professional gamblers\nnow in "
appliances,chroniclingamerica,1826-01-28,"Image 1 of Edwardsville spectator (Edwardsville, Ill.), January 28, 1826",http://www.loc.gov/resource/sn82015374/1826-01-28/ed-1/?sp=1,True,"nce. In\nsooth, were my fair readers to visit my\ndormitory, they would find a plenttlui\nlack\u201d of these luxurious appliances lo\nsleep, 'i hey might, seeing the shelves, I\nthe table., me chairs, the Ilnur, and the\nted strewed tv Ah books, and"
appliances,chroniclingamerica,1835-11-02,"Image 2 of The daily herald (New-Haven [Conn.]), November 2, 1835",http://www.loc.gov/resource/sn82015818/1835-11-02/ed-1/?sp=2,False,
appliances,chroniclingamerica,1835-08-20,"Image 1 of The daily herald (New-Haven [Conn.]), August 20, 1835",http://www.loc.gov/resource/sn82015818/1835-08-20/ed-1/?sp=1,True,"it would give\nme sensible pleasure to see George Thompson\non the deck of one of our best appointed\npackets, with all appliances and means to\nboot\u201d for a prosperous and comfortable voy\nage back to the place whence he came; but\nif he again, "
appliances,chroniclingamerica,1835-11-19,"Image 2 of The daily herald (New-Haven [Conn.]), November 19, 1835",http://www.loc.gov/resource/sn82015818/1835-11-19/ed-1/?sp=2,True,"ence in front of the dwelling of Mr. Walker,\nand covered with a profusion of delightful\nviands, rich wines, and o'her appliances, to\ngive zest to the feast of reason and the flow\nof soul.\u201d\nNothing could be more tasteful than the\ndispositio"
appliances,chroniclingamerica,1835-11-14,"Image 2 of The daily herald (New-Haven [Conn.]), November 14, 1835",http://www.loc.gov/resource/sn82015818/1835-11-14/ed-1/?sp=2,True,"rtmanteaus,\nbook binding, reticules, pocket books, mits,\nbrushes and belts, and a thousand other\nthings, besides the appliances of the human\nframe, and will no doubt soon be employed\nfor all such purposes.\nMr. Goodyear is now located in this ci"
appliances,chroniclingamerica,1829-08-26,"Image 4 of The Hillsborough recorder (Hillsborough, N.C.), August 26, 1829",http://www.loc.gov/resource/sn84026472/1829-08-26/ed-1/?sp=4,True,"d, Prudenca\nbought it. Fashion blew bis brain*\nout, Prudence made use of hi*\nhas several hundred acres of land,\nand appliances to boot\"" all f\nFashion's son is overseer In l,|M'\ndencf.\nlis that seek* honor, mn^i slat'"",""height"":""26058"",""width"""
appliances,chroniclingamerica,1825-03-09,"Image 1 of New-Hampshire intelligencer (Haverhill, N.H.), March 9, 1825",http://www.loc.gov/resource/sn84023169/1825-03-09/ed-1/?sp=1,True,"14their green\nand ductile affections soon twine around\nnew objects. But the sorrows of the\npoor, who have no outward appliances\nto soothe, the sorrows of the aged,\nwith whom life is at best but a wintry\nday, and who can look for no after\ngrowt"
appliances,chroniclingamerica,1833-08-28,"Image 4 of Vandalia Whig and Illinois intelligencer (Vandalia, Ill.), August 28, 1833",http://www.loc.gov/resource/sn82015332/1833-08-28/ed-1/?sp=4,True,"he ground. For some moments he gave no\ntgns of life, but on being carried to a neigh\nbouring house, and having proper appliances\nmade to his temples and breast, lie recovered\nso tar as to be able to spet k. He requested\nto be conveyed as speedil"
appliances,chroniclingamerica,1832-11-28,"Image 1 of Vandalia Whig and Illinois intelligencer (Vandalia, Ill.), November 28, 1832",http://www.loc.gov/resource/sn82015332/1832-11-28/ed-1/?sp=1,False,
appliances,chroniclingamerica,1827-11-29,"Image 4 of The Rhode-Island Republican (Newport, R.I.), November 29, 1827",http://www.loc.gov/resource/sn83025561/1827-11-29/ed-1/?sp=4,True,"pened to a keen point glit\ntered with the brilliancy of huge and high\nly polished Buckles, nmfvwore glowing with\nthe appliances of oil and blackball, The\nneck was enriched by a few yards of cam- l\nbric, negligenly twisted about the false\ncollar"
appliances,chroniclingamerica,1830-08-11,"Image 3 of The Hillsborough recorder (Hillsborough, N.C.), August 11, 1830",http://www.loc.gov/resource/sn84026472/1830-08-11/ed-1/?sp=3,True,"ed, that an increase of pro\nductive power, through the aid of\nsteam and impro\\ed me* Itanium, w ith\notherscientiftc appliances, within the\nlast 40 years.Js equal to an addition\nal supply of labour, of six hundred\nmillions of men.\nThe Asiatic "
appliances,chroniclingamerica,1801-10-26,"Image 2 of Jenks's Portland gazette (Portland [Me.]), October 26, 1801",http://www.loc.gov/resource/sn83016063/1801-10-26/ed-1/?sp=2,False,
appliances,chroniclingamerica,1820-01-11,"Image 1 of The Rhode-Island American, and general advertiser (Providence [R.I.]), January 11, 1820",http://www.loc.gov/resource/sn83025442/1820-01-11/ed-1/?sp=1,True,"*\nThe mind is a peculiar machine, which re\nquires not merely tbe skill of a master for It*\nmanagement, but sundry '\""appliances and\nmeans to boot.** The grave lesson* of wisdom\nare comprised In many ponderous voinmes, and\nhave been transmitted "
appliances,chroniclingamerica,1819-10-08,"Image 1 of The Rhode-Island American, and general advertiser (Providence [R.I.]), October 8, 1819",http://www.loc.gov/resource/sn83025442/1819-10-08/ed-1/?sp=1,False,
appliances,chroniclingamerica,1828-03-20,"Image 4 of Cherokee phoenix (New Echota [Ga.]), March 20, 1828",http://www.loc.gov/resource/sn83020866/1828-03-20/ed-1/?sp=4,True,"asion\nlittle sensation al\u2018.l\u2018oad, they produce\nmuch happiness 2t home. And whes\na weman, who hap \u00a2all appliances 2n\u00e9\nmeans to get it can withstand the\nintoxication of the flatterer, and: the\nadoration of the fashionable; can"
appliances,chroniclingamerica,1823-09-02,"Image 3 of The Rhode-Island American, and general advertiser (Providence [R.I.]), September 2, 1823",http://www.loc.gov/resource/sn83025442/1823-09-02/ed-1/?sp=3,True," a oewspaper, are a\nPrinter, three or four hundred aubscfibers, and\na stock of paper. With these advantages, and\ntNv appliances to bout\"" x of a collection of\nother pobllcatlnas throughout the Uoioo, nod\na good list of advertising friends\u201d "
appliances,chroniclingamerica,1822-02-20,"Image 4 of The Massachusetts spy (Worcester [Mass.]), February 20, 1822",http://www.loc.gov/resource/sn83021201/1822-02-20/ed-1/?sp=4,True,"nished with paper, 4*c\nwas indeed very comfortable\u2014but with\nHenry the fourth he would say, that,\nwith all these appliances and means\nto boot,\u2019 business was not as well done\nas if they were worse provided. In\nhis opinion they did not g"
appliances,chroniclingamerica,1829-06-20,"Image 1 of Republican herald (Providence, R.I.), June 20, 1829",http://www.loc.gov/resource/sn83021465/1829-06-20/ed-1/?sp=1,True,"acknowledged the folly as well as the imiquity\nof forcing any department of national indus\ntry, by the same artifical Appliances,\u201d thas\ncause tropical fruits to grow in fifty degrees of\nNorth latitude. They have known that it\nwas more ratio"
appliances,chroniclingamerica,1829-10-20,"Image 4 of The New Hampshire gazette (Portsmouth [N.H.]), October 20, 1829",http://www.loc.gov/resource/sn83025588/1829-10-20/ed-1/?sp=4,True,"other cases. Two or three hundred years ago,\nit was about as difficult to go to Delhi, as now to\nTimbuctoo and if the appliances and means of\ntravelling were, at this moment, as defective on\nthe Delht road, it is probabie that as small a pro\npor"
appliances,chroniclingamerica,1829-10-21,"Image 3 of The Hillsborough recorder (Hillsborough, N.C.), October 21, 1829",http://www.loc.gov/resource/sn84026472/1829-10-21/ed-1/?sp=3,True,"demand for straw pa-\nper. that the manufacturers have been\nromped* d to increase the nnmber of\ntheir \\ats and other appliances of the\nnulls. Mr. Shreyer, of Chambers\nburg, advertises lor one thousand\ntons or oat, rye, barley and wheat\nstraw, "
appliances,chroniclingamerica,1835-08-06,"Image 3 of The Hillsborough recorder (Hillsborough, N.C.), August 6, 1835",http://www.loc.gov/resource/sn84026472/1835-08-06/ed-1/?sp=3,False,
appliances,chroniclingamerica,1818-05-20,"Image 2 of Alexandria gazette & daily advertiser (Alexandria [Va.]), May 20, 1818",http://www.loc.gov/resource/sn83026170/1818-05-20/ed-1/?sp=2,False,
appliances,chroniclingamerica,1829-12-01,"Image 3 of The Arkansas gazette (Arkansas Post, Ark. Ter.), December 1, 1829",http://www.loc.gov/resource/sn82016482/1829-12-01/ed-1/?sp=3,True,"e demand for straw\npaper, that the nanufacturers have been com\npelled to increase the number of their vats and\nc her appliances of the mills. Mr. Shreyer, of\nChambersburgh, advertises for one thousand\ntons of oat, rye, bat ley and wheat straw, a"
appliances,chroniclingamerica,1830-06-28,"Image 2 of Phenix gazette (Alexandria [D.C.]), June 28, 1830",http://www.loc.gov/resource/sn85025006/1830-06-28/ed-1/?sp=2,False,
appliances,chroniclingamerica,1818-02-14,"Image 2 of Alexandria gazette & daily advertiser (Alexandria [Va.]), February 14, 1818",http://www.loc.gov/resource/sn83026170/1818-02-14/ed-1/?sp=2,False,
appliances,chroniclingamerica,1834-08-15,"Image 1 of The Arkansas advocate (Little Rock, A.T. [Ark.]), August 15, 1834",http://www.loc.gov/resource/sn87062070/1834-08-15/ed-1/?sp=1,True,"through the passages. My j\n1 serious companion, who seemed hardly fit!\nto encounter such a night, even with the\nbest appliances of coat and umbrella, had\nneither. As I was better furnished, and a\nhackney coach was out of the question, 1\nj offer"
appliances,chroniclingamerica,1824-12-01,"Image 2 of Daily national intelligencer (Washington City [D.C.]), December 1, 1824",http://www.loc.gov/resource/sn83026172/1824-12-01/ed-1/?sp=2,True,"fled precipitately from\ndeath and the dog days. The wealthy inhabit\nant exchanged his comfortable dwelling, with\nall appliances and means to boot,\u201d for his cottage\non the neighboring hills, pleasing himself with\nthe fancy that the mat aria "
appliances,chroniclingamerica,1815-02-23,"Image 2 of Daily national intelligencer (Washington City [D.C.]), February 23, 1815",http://www.loc.gov/resource/sn83026172/1815-02-23/ed-1/?sp=2,True," Mr. Madison, and be set to work to rivet\nthe collar on the necks of the American citizens;\nbut we own that, with all appliances and me^ns\nto boot,\u2019 the President, in our op.nion, must\nfail. Nevertheless it would be mostdangernu\nto suffer s"
appliances,chroniclingamerica,1823-06-10,"Image 1 of American watchman and Delaware advertiser (Wilmington, Del.), June 10, 1823",http://www.loc.gov/resource/sn82014894/1823-06-10/ed-1/?sp=1,True,"eat and burned\nupon ita roofs in vain. Where is now the pomp,\nand the pride, and the circumstances '-of state,'*\nthe appliances and the means to boot the retain\ners that thronged the hall, to whose wassail voices\nthe vaulted rools often re-echoe"
appliances,chroniclingamerica,1831-06-30,"Image 4 of Herald of the times (Newport, R.I.), June 30, 1831",http://www.loc.gov/resource/sn83021167/1831-06-30/ed-1/?sp=4,True,"large staging had been erect\ned in front and at the side of the pulpit,\nand maps, an inlant school orrery; and\nother appliances, were displayed there\nupon.\nA large arch of lowers had been thrown\nover the pulpit, from the ccutre of which\nwas ap"
appliances,chroniclingamerica,1834-06-05,"Image 1 of Litchfield enquirer (Litchfield, Conn.), June 5, 1834",http://www.loc.gov/resource/sn84020071/1834-06-05/ed-1/?sp=1,True,"depths of a Virginian for\nest, that symmetry of feminine loveliness,\nwhich we but seldom she, with all our helps\nand appliances, and all that moral machine\nry With which we work upon the raw ma\nterial character.\nmil in our aamirauon 01 wmti ra "
appliances,chroniclingamerica,1832-06-19,"Image 2 of The Rhode-Island Republican (Newport, R.I.), June 19, 1832",http://www.loc.gov/resource/sn83025561/1832-06-19/ed-1/?sp=2,True,"ristocrats of all casts, because\nhe had sprung from what they deemed a\nlow origin, and had made his way with\nout the appliances and means of friend,\nSfamily, or fortune but by the single ap\nplication of great talents to objects of\ngreat public "
appliances,chroniclingamerica,1825-05-30,"Image 1 of New-Hampshire statesman (Concord, N.H.), May 30, 1825",http://www.loc.gov/resource/sn84022927/1825-05-30/ed-1/?sp=1,True,"m\nmanding officer at the post ordered his rifle\nto be resiored and the veteran trapper was\nfarnished with such other appliances, or fix\nens, as he would term them, as put him io\nplight again to take the field. This appeas\ned the wrath of Hogh G"
appliances,chroniclingamerica,1833-11-19,"Image 3 of The New Hampshire gazette (Portsmouth [N.H.]), November 19, 1833",http://www.loc.gov/resource/sn83025588/1833-11-19/ed-1/?sp=3,True,", until it has become handsomely establish\ned, in an excellent office of its own, with presses,\ntypes, and *\u2018all appliances to boot,\u201d we trust the\nunremitting efforts which we hive made, as our\ngradually increasing means have permitted,"
appliances,chroniclingamerica,1825-02-17,"Image 1 of Kentucky gazette ([Lexington, Ky.]), February 17, 1825",http://www.loc.gov/resource/sn82014783/1825-02-17/ed-1/?sp=1,False,
appliances,chroniclingamerica,1822-11-01,"Image 2 of Daily national intelligencer (Washington City [D.C.]), November 1, 1822",http://www.loc.gov/resource/sn83026172/1822-11-01/ed-1/?sp=2,True,"ite of\nthe mighty champion of his age the Astyanax of\nour political Hector. Mr. Canning, besides these\nextraordinary appliances, had in himself no com\nmon qualifications. He had a trained, copious,\nand glaring oratory; somewhat tawdry and taste\"
tethered,chroniclingamerica,1807-12-31,"Image 2 of The Wheeling repository (Wheeling, Va. [W. Va.]), December 31, 1807",http://www.loc.gov/resource/sn86092519/1807-12-31/ed-1/?sp=2,False,
tethered,chroniclingamerica,1814-08-24,"Image 4 of The Rhode-Island Republican (Newport, R.I.), August 24, 1814",http://www.loc.gov/resource/sn83025561/1814-08-24/ed-1/?sp=4,True," bringing the\nTorpedo, tastened at the other end, under\nthe part of the ship desired.\nThe machine might, perhaps, be tethered\nout by a line froin a small boat till it reached\nthe ship. In a very dark night this might be\ndone with little dange"
tethered,chroniclingamerica,1835-05-23,"Image 1 of South Branch intelligencer (Romney, Va. [W. Va.]), May 23, 1835",http://www.loc.gov/resource/sn84026826/1835-05-23/ed-1/?sp=1,True,"f the camp\nwere scattered round in groups, among\nthe rest of the people, and their horses\n\u2014which generally were tethered ready\nsaddled near the lodges of the guard\u2014\nwere now scattered over the prairie\nwith other cattle of the tribe."
tethered,chroniclingamerica,1821-11-24,"Image 4 of Winchester gazette (Winchester, Va.), November 24, 1821",http://www.loc.gov/resource/sn84025997/1821-11-24/ed-1/?sp=4,False,
tethered,chroniclingamerica,1831-02-24,"Image 1 of Litchfield enquirer (Litchfield, Conn.), February 24, 1831",http://www.loc.gov/resource/sn84020071/1831-02-24/ed-1/?sp=1,True,"ator sbipwrecks his honor\nand in constructing an exact system, the\ntheorist stifles doubt, the parent of good\nsense. Tethered by habit, and kept front\nsoaring beyond professional routine, the\nreasoning becomes too technical, and loses\nall pow"
tethered,chroniclingamerica,1833-08-09,"Image 3 of Daily national intelligencer (Washington City [D.C.]), August 9, 1833",http://www.loc.gov/resource/sn83026172/1833-08-09/ed-1/?sp=3,False,
tethered,chroniclingamerica,1834-09-09,"Image 2 of Alexandria gazette (Alexandria, D.C.), September 9, 1834",http://www.loc.gov/resource/sn85025007/1834-09-09/ed-1/?sp=2,True,"le means ot\nsustaining their lives, and after a meal of them,\nnothing remained but to throw the peelings to\nthe pig, tethered to a stake in the floor, and then\nto lounge listlessly, until nature demanded the\nprocess with the potatoes to he rep"
tethered,chroniclingamerica,1834-09-09,"Image 2 of Daily national intelligencer (Washington City [D.C.]), September 9, 1834",http://www.loc.gov/resource/sn83026172/1834-09-09/ed-1/?sp=2,True,"ole means of sustaining their lives; and,\nafter a meal of them,nothing remained but to throw\nthe peelings to the pig, tethered to a stake in the\nfloor, and then to lounge listlessly, until nature demand\ned the process with the potatoes to be re"
tethered,chroniclingamerica,1809-09-08,"Image 3 of The enquirer (Richmond, Va.), September 8, 1809",http://www.loc.gov/resource/sn84024736/1809-09-08/ed-1/?sp=3,True,"eer of Augurs, haruspi\nces and auspices\u2014-the entrails of oxen, and\nIter sacred chickens.\nI he I iirks have hern tethered by the\ndogmas of the Koran and the terrors of\nMahomet.\nI he Catholic world have been Held in awe\nby the bulls of a "
tethered,chroniclingamerica,1808-08-30,"Image 3 of The enquirer (Richmond, Va.), August 30, 1808",http://www.loc.gov/resource/sn84024736/1808-08-30/ed-1/?sp=3,True,"ion, which\nshe has allowed us, is too large forsooth for\nher own interests c our deserts. The chain\nby which she has tethered us to the stake,\nmust be shortened a little more. Those light\nand lenient measures, which she lias impo\nsed upon us,"
tethered,chroniclingamerica,1828-05-07,"Image 4 of Virginia statesman (Wheeling, Va. [W. Va.]), May 7, 1828",http://www.loc.gov/resource/sn84038586/1828-05-07/ed-1/?sp=4,True,"n pulling\nthistles on the firm of Cockpool. They\nwere much alarmed at the sight, and\nmounted two old horses they had tethered\nbeside them, intending to make their way\nhome. In the menn time the pig got be\ntween them and the houses, which caus"
tethered,chroniclingamerica,1809-03-14,"Image 4 of The enquirer (Richmond, Va.), March 14, 1809",http://www.loc.gov/resource/sn84024736/1809-03-14/ed-1/?sp=4,True," rny feelings, j\nBut they say, they arc unalde to stern the\ncurrent; they resemble the unfortunate a-1\nnimal that is tethered to the stake, without\nthe possibility of relievinghimself by all his\nexertions. litre is the clur.\u2014]i they hard "
tethered,chroniclingamerica,1833-07-30,"Image 2 of The Daily Cincinnati Republican, and commercial register (Cincinnati, Ohio), July 30, 1833",http://www.loc.gov/resource/sn84045036/1833-07-30/ed-1/?sp=2,True,"boety ctott.s. ffors. s in Turkey net\""\ncr stand ott straw, hut on the earth or sand kept ve\nry eteatt and are atways tethered. The'prn, ti< c of\ntothermg ts worthy of imitation every where; it does\nnot d,stress the animat, and it prevents kick"
tethered,chroniclingamerica,1828-04-23,"Image 1 of The Massachusetts spy, and Worcester County advertiser ([Worcester, Mass.]), April 23, 1828",http://www.loc.gov/resource/sn83021206/1828-04-23/ed-1/?sp=1,False,
tethered,chroniclingamerica,1833-11-02,"Image 1 of New-Hampshire statesman and state journal (Concord [N.H.]), November 2, 1833",http://www.loc.gov/resource/sn84022931/1833-11-02/ed-1/?sp=1,True,"ing ashes, frequently tumbling over\neach other, and'retracing in five minutes the\ntoil of an hour.. Our donkeys stood tethered\ntogether on the herbless field of cinders, and\nwe were soon in the clumsy saddles, and with\na call at the hermitage,"
tethered,chroniclingamerica,1834-03-18,"Image 2 of The Daily Cincinnati Republican, and commercial register (Cincinnati, Ohio), March 18, 1834",http://www.loc.gov/resource/sn84045036/1834-03-18/ed-1/?sp=2,True,"d callod on the count tB advance.\u2014\n'he latter obeying, was agreeably surprised by the\nrght of his gallant steed, tethered to a tree, and\n'itli his master's arms fastened to the saddle.\nTo resume his weapons and mount was but the\nrork of a"
tethered,chroniclingamerica,1833-07-20,"Image 1 of New-Hampshire statesman and state journal (Concord [N.H.]), July 20, 1833",http://www.loc.gov/resource/sn84022931/1833-07-20/ed-1/?sp=1,True,"nty\nof body clothes. Horses in Turkey never\nstand on straw but on the earth or sand, kept\nvery clean, and are always tethered. The\npractice of tethering is worthy of imitation\nevery where it does not distress the animal,\nand it prevents kicki"
tethered,chroniclingamerica,1835-09-22,"Image 4 of The New Hampshire gazette (Portsmouth [N.H.]), September 22, 1835",http://www.loc.gov/resource/sn83025588/1835-09-22/ed-1/?sp=4,True," billow flashing\nAnd O what joy on the sea to sail\nThat the Greenland shore surroundeth,\nAund mark the plunge of the tethered whale,\nAs away with the shatt he boundeth.\nHow I love the glorious battle-shock,\nWith its cloua the bright sky gloom"
tethered,chroniclingamerica,1805-03-05,"Image 4 of The New Hampshire gazette (Portsmouth [N.H.]), March 5, 1805",http://www.loc.gov/resource/sn83025588/1805-03-05/ed-1/?sp=4,False,
tethered,chroniclingamerica,1823-04-21,"Image 4 of New-Hampshire statesman (Concord, N.H.), April 21, 1823",http://www.loc.gov/resource/sn84022927/1823-04-21/ed-1/?sp=4,False,
tethered,chroniclingamerica,1823-04-14,"Image 4 of New-Hampshire statesman (Concord, N.H.), April 14, 1823",http://www.loc.gov/resource/sn84022927/1823-04-14/ed-1/?sp=4,False,
tethered,chroniclingamerica,1831-06-30,"Image 4 of Martinsburg gazette and public advertiser (Martinsburg, Va. [W. Va.]), June 30, 1831",http://www.loc.gov/resource/sn85059526/1831-06-30/ed-1/?sp=4,False,
tethered,chroniclingamerica,1823-03-31,"Image 3 of New-Hampshire statesman (Concord, N.H.), March 31, 1823",http://www.loc.gov/resource/sn84022927/1823-03-31/ed-1/?sp=3,False,
tethered,chroniclingamerica,1818-01-10,"Image 8 of Philanthropist (Mt. Pleasant, Ohio.), January 10, 1818",http://www.loc.gov/resource/sn83025983/1818-01-10/ed-1/?sp=8,False,
tethered,chroniclingamerica,1818-01-17,"Image 7 of Philanthropist (Mt. Pleasant, Ohio.), January 17, 1818",http://www.loc.gov/resource/sn83025983/1818-01-17/ed-1/?sp=7,False,
tethered,chroniclingamerica,1820-11-07,"Image 3 of The New Hampshire gazette (Portsmouth [N.H.]), November 7, 1820",http://www.loc.gov/resource/sn83025588/1820-11-07/ed-1/?sp=3,False,
tethered,chroniclingamerica,1825-06-25,"Image 1 of The ladies' garland (Harpers-Ferry, Va. [W. Va.]), June 25, 1825",http://www.loc.gov/resource/sn85059803/1825-06-25/ed-1/?sp=1,False,
tethered,chroniclingamerica,1827-07-21,"Image 4 of The ladies' garland (Harpers-Ferry, Va. [W. Va.]), July 21, 1827",http://www.loc.gov/resource/sn85059803/1827-07-21/ed-1/?sp=4,False,
tethered,chroniclingamerica,1818-08-20,"Image 1 of Philanthropist (Mt. Pleasant, Ohio.), August 20, 1818",http://www.loc.gov/resource/sn83025983/1818-08-20/ed-1/?sp=1,False,
tethered,chroniclingamerica,1820-02-26,"Image 1 of Richmond enquirer (Richmond, Va.), February 26, 1820",http://www.loc.gov/resource/sn84024735/1820-02-26/ed-1/?sp=1,False,
tethered,chroniclingamerica,1810-06-12,"Image 3 of Alexandria daily gazette, commercial & political (Alexandria [Va.]), June 12, 1810",http://www.loc.gov/resource/sn84024013/1810-06-12/ed-1/?sp=3,False,
tethered,chroniclingamerica,1804-02-24,"Image 2 of Berkeley and Jefferson intelligencer (Martinsburg, Va.), February 24, 1804",http://www.loc.gov/resource/sn85059525/1804-02-24/ed-1/?sp=2,False,
tethered,chroniclingamerica,1807-09-25,"Image 3 of Berkeley and Jefferson intelligencer (Martinsburg, Va.), September 25, 1807",http://www.loc.gov/resource/sn85059525/1807-09-25/ed-1/?sp=3,False,
tethered,chroniclingamerica,1816-09-11,"Image 1 of Alexandria gazette, commercial and political (Alexandria [Va.]), September 11, 1816",http://www.loc.gov/resource/sn84024014/1816-09-11/ed-1/?sp=1,False,
tethered,chroniclingamerica,1815-12-01,"Image 2 of Alexandria gazette, commercial and political (Alexandria [Va.]), December 1, 1815",http://www.loc.gov/resource/sn84024014/1815-12-01/ed-1/?sp=2,False,
tethered,chroniclingamerica,1820-04-22,"Image 4 of The Arkansas gazette (Arkansas Post, Ark. Ter.), April 22, 1820",http://www.loc.gov/resource/sn82016482/1820-04-22/ed-1/?sp=4,False,
tethered,chroniclingamerica,1817-03-26,"Image 1 of Alexandria gazette, commercial and political (Alexandria [Va.]), March 26, 1817",http://www.loc.gov/resource/sn84024014/1817-03-26/ed-1/?sp=1,False,
tethered,chroniclingamerica,1803-01-04,"Image 4 of Republican ledger, and Portsmouth price current (Portsmouth, N.H.), January 4, 1803",http://www.loc.gov/resource/sn84023379/1803-01-04/ed-1/?sp=4,False,
tethered,chroniclingamerica,1811-06-21,"Image 4 of Martinsburgh gazette (Martinsburgh, Va. [W. Va.]), June 21, 1811",http://www.loc.gov/resource/sn84038455/1811-06-21/ed-1/?sp=4,False,
tethered,chroniclingamerica,1809-08-07,"Image 2 of The national intelligencer and Washington advertiser (Washington City [D.C.]), August 7, 1809",http://www.loc.gov/resource/sn83045242/1809-08-07/ed-1/?sp=2,False,
buffaloes,chroniclingamerica,1828-10-31,"Image 1 of Delaware journal (Wilmington [Del.]), October 31, 1828",http://www.loc.gov/resource/sn83025530/1828-10-31/ed-1/?sp=1,True," carriages, no lnns.no suppers,\nno beds\""\"" The onlv carriages are planks laid upon\nrough wheels, drawn with cords by buffaloes, the\nonlv inns are stables with chopped straw the only\nsuppers are what you may pick up on the road, ml\ncarry to whe"
buffaloes,chroniclingamerica,1834-03-25,"Image 1 of The Arkansas gazette (Arkansas Post, Ark. Ter.), March 25, 1834",http://www.loc.gov/resource/sn82016482/1834-03-25/ed-1/?sp=1,True,"ountry, oc\ncasionaly intersected by small streams thinly\nbordered by dwarfish timber. A formidable\nherd of about 100 buffaloes was here dis\ncovered and, as the command needed fresh\nmeat, a halt was ordered, and forty horse\nmen detached to atta"
buffaloes,chroniclingamerica,1835-11-17,"Image 2 of The Arkansas gazette (Arkansas Post, Ark. Ter.), November 17, 1835",http://www.loc.gov/resource/sn82016482/1835-11-17/ed-1/?sp=2,True,"each of these human\nbears immediately commenced theprocess\nof moulding a number of little images ex\nactly resembling buffaloes, men and horses,\nhows, arrows, &c. When they had com*\npleted nine of each variety, the miniature\nbuffaloes were all "
buffaloes,chroniclingamerica,1835-09-26,"Image 2 of Daily national intelligencer (Washington City [D.C.]), September 26, 1835",http://www.loc.gov/resource/sn83026172/1835-09-26/ed-1/?sp=2,True," each of these human\nbears immediately commenced the process of moulding a\nnumber of little images exactly resembling buffaloes,\nmen and horses, bows, arrows, &c. When they had com\npleted nine of each variety, the miniature buffaloes were\nall p"
buffaloes,chroniclingamerica,1823-05-27,"Image 1 of The Rhode-Island American, and general advertiser (Providence [R.I.]), May 27, 1823",http://www.loc.gov/resource/sn83025442/1823-05-27/ed-1/?sp=1,True,"regsrding tbe dispositions\nand habits of such animals, as were present to\nmy observations.\nThe conflicts of the male buffaloes and\ntbe deer, the attack of the latter on tbe rattle*\nsnake, the Industry and Ingenuity of tbe latter\nin constructin"
