source_db,db_id,url,publication_refs,province,findspot_modern,findspot_ancient,type,text,date_from,date_to,date_basis_if_stated,person,rank,include,notes
EDCS,EDCS-08400838,https://edcs.hist.uzh.ch/monument/EDCS-08400838,CIL 12 00261; ILN 01 00019,Gallia Narbonensis,Frejus / Forum Iulii,, / material: lapis,[1 I]ulio C(ai) f(ilio) primo pil(o) / [leg(ionis) VI]III Hispan(ae) d() pro / [3] IIvir(o) [col]on(iae?) Priamum(?),,,EDCS: undated,[.] Iulius C. f.,primus pilus leg. VIIII Hispanae; IIvir coloniae,yes,CIL XII 261 = ILN Frejus 19. Not in EDH.
EDCS,EDCS-08600717,https://edcs.hist.uzh.ch/monument/EDCS-08600717,"ZPE 119 222; CAG 83 02, p 861; AE 1997 01023",Gallia Narbonensis,Vidauban / Forum Iulii,, / material: lapis,T(ito) Cri[spio mi]l(iti) leg(ionis) IX / T(itus) Cr[ispius 3] / [3] Cesa[3]aus / AV[3]M[3] Secun[du]s / C[3]erius Iustus / O[3] s(ua) p(ecunia) f(aciendum) c(uraverunt),,,EDCS: undated,T. Crispius,miles leg. IX,yes,"= EDH HD049599 (AE 1997, 1023)."
EDCS,EDCS-09201053,https://edcs.hist.uzh.ch/monument/EDCS-09201053,"CIL 12 02601; ILN 05 03, 00865; Genava 00032",Gallia Narbonensis,Geneve / Genava,, / material: lapis,[3] Blandio C(ai) [f(ilio)] / Vol(tinia) Latino |(centurioni) le[g(ionis)] / I Ital(icae) |(centurioni) leg(ionis) II Aug(ustae) |(centurioni) le[g(ionis)] / VIIII Hispan(ae) |(centurioni) leg(ionis) XX[3] / [d]onis dona[to] / [,,,EDCS: undated,[.] Blandius C. f. Vol. Latinus,"centurio leg. I Italicae, II Augustae, VIIII Hispanae, XX [V.V.]; donis donatus",yes,CIL XII 2601 (Geneva). Post-66 (leg. I Italica). Not in EDH.
EDCS,EDCS-09301104,https://edcs.hist.uzh.ch/monument/EDCS-09301104,AE 1977 00541,Germania inferior,Nijmegen / Noviomagus Batavorum,,milites; sigilla impressa; tituli fabricationis / material: opus figlinae,Leg(ionis) VIIII Hisp(anae),,,EDCS: undated,-,tile stamp LEG VIIII HISP,yes,"= EDH HD020257 (AE 1977, 541, Nijmegen). EDCS holds a single entry for the Nijmegen stamp series."
EDCS,EDCS-09400433,https://edcs.hist.uzh.ch/monument/EDCS-09400433,Hiberia p 327; AE 1975 00446,Venetia et Histria / Regio X,Cremona,,milites; praenomen et nomen; tituli sepulcrales; viri,T(itus) Aponius P(ubli) f(ilius) / Ani(ensi) signifer / leg(ionis) IX Hispanien(sis) / vetera(nus) dona(tus) torq(uibus) / armillis phaleris / L(ucius) Aponius P(ubli) f(ilius) / fratri fecit,1,13,EDCS dating field (no criteria stated),T. Aponius P. f. Ani.,"signifer leg. IX Hispaniensis, veteranus; donatus torquibus armillis phaleris",yes,"= EDH HD009867 (AE 1975, 446). Augustan form ""Hispaniensis""."
EDCS,EDCS-09400491,https://edcs.hist.uzh.ch/monument/EDCS-09400491,AE 1975 00558a,Britannia,York / Eboracum,,sigilla impressa; tituli fabricationis / material: opus figlinae,Le[g(io) IX Hisp(ana)],71,122,EDCS dating field (no criteria stated),-,tile stamp LEG IX HISP,yes,"= EDH HD007055 (AE 1975, 558a, York)."
EDCS,EDCS-09400492,https://edcs.hist.uzh.ch/monument/EDCS-09400492,AE 1975 00558b,Britannia,York / Eboracum,,sigilla impressa; tituli fabricationis / material: opus figlinae,[Leg(io) IX] Hisp(ana),,,EDCS: undated,-,tile stamp LEG IX HISP,yes,"AE 1975, 558b (York); EDH HD007055 covers 558b-c."
EDCS,EDCS-09400493,https://edcs.hist.uzh.ch/monument/EDCS-09400493,AE 1975 00558c,Britannia,York / Eboracum,,sigilla impressa; tituli fabricationis / material: opus figlinae,[Leg(io) IX H]isp(ana),,,EDCS: undated,-,tile stamp LEG IX HISP,yes,"AE 1975, 558c (York)."
EDCS,EDCS-10601003,https://edcs.hist.uzh.ch/monument/EDCS-10601003,CIL 13 04030; IAL 00109; Wilhelm 00499; AE 1973 00361; AE 2007 +00122,Belgica,Mersch / Treveri,,sacerdotes pagani / material: lapis,] / flam[en] Augu[sti] / flamen Leni M[art]is quinq[uennalis] / praef(ectus) cohort(is) [II His]panor(um) eq[uitatae] / tribunus militu[m le]g(ionis) VIIII Hi[spanae] / praefect(us) e[quitum alae Augustae] / Vocon[tiorum,,,EDCS: undated,"anonymous flamen Augusti, flamen Leni Martis",praef. coh. II Hispanorum eq.; tribunus militum leg. VIIII Hispanae; praef. eq. alae Aug. Vocontiorum,yes,"= EDH HD011186 (CIL XIII 4030, Mersch)."
EDCS,EDCS-10700516,https://edcs.hist.uzh.ch/monument/EDCS-10700516,Schillinger 00144; AE 1968 00323; AE 2005 +01060,Germania inferior,Aachen / Aquae Granni,,milites; ordo equester; tituli sacri; tria nomina; viri / material: lapis,L(ucius) Latinius L(uci) f(ilius) Publilia / Macer Ver(ona) p(rimus) p(ilus) leg(ionis) VIIII Hisp(anae) / praef(ectus) castr(orum) pro se et suis / Apollini / v(otum) s(olvit) l(ibens) m(erito),101,200,EDCS dating field (no criteria stated),"L. Latinius L. f. Pub. Macer, Verona",primus pilus leg. VIIII Hispanae; praefectus castrorum,yes,"= EDH HD014357 (AE 1968, 323, Aachen; altar to Apollo)."
EDCS,EDCS-11500706,https://edcs.hist.uzh.ch/monument/EDCS-11500706,CIL 10 01769,Latium et Campania / Regio I,Napoli / Neapolis,,milites; mulieres; tituli sepulcrales; tria nomina; viri / material: lapis,D(is) M(anibus) || Aelius Asc/lepiades nati(one) / [C]il(ix) mil(es) leg(ionis) IX / vix(it) ann(os) XXXXII / mil(itavit) ann(os) VIII / Aelia Seleria / b(ene) m(erentibus) f(ecit),141,160,EDCS dating field (no criteria stated),"Aelius Asclepiades, natione Cilix","miles leg. IX (vixit 42, militavit 8)",flag,"CIL X 1769 (Naples). Legion IX without cognomen, Cilician recruit, Hadrianic/Antonine name: cited (Keppie 1989) as possible evidence for IX Hispana in the East; attribution uncertain. Not in EDH."
EDCS,EDCS-11700356,https://edcs.hist.uzh.ch/monument/EDCS-11700356,"ILN 01 00125; AE 1979 00397; CAG 83 02, p 583",Gallia Narbonensis,Puget-sur-Argens / Forum Iulii,,milites; praenomen et nomen; tituli sepulcrales; viri / material: lapis,C(aio) Novellio / Q(uinti) f(ilio) Ani(ensi) / veterano / leg(ionis) VIIII,1,50,EDCS dating field (no criteria stated),C. Novellius Q. f. Ani.,veteranus leg. VIIII,yes,"= EDH HD004335 (AE 1979, 397)."
EDCS,EDCS-11800710,https://edcs.hist.uzh.ch/monument/EDCS-11800710,RIB 03 03047; AE 1965 00213,Britannia,Godmanstone,,tituli sacri / material: lapis,I(ovi) O(ptimo) [M(aximo)] / Tit[3] / Pine[s |(centurio)] / l[eg(ionis?) 3] / V[IIII] / v(otum) s(olvit) [l(ibens) m(erito)],51,150,EDCS dating field (no criteria stated),Tit[...] Pines,centurio leg. VIIII,yes,"RIB 3047 = AE 1965, 213 (Godmanstone, Dorset; altar to IOM). Not in EDH."
EDCS,EDCS-12201569,https://edcs.hist.uzh.ch/monument/EDCS-12201569,CIL 06 20888,Roma,Roma,,mulieres; tituli sepulcrales; tria nomina / material: lapis,I]uniae L(uci) f(iliae) Hispaniens(i) / sibi et / [3 V]ergiliae filiae suae,,,EDCS: undated,Iunia L. f. Hispaniensis,-,no,Personal cognomen Hispaniensis; not the legion.
EDCS,EDCS-13001586,https://edcs.hist.uzh.ch/monument/EDCS-13001586,CIL 08 05355; CIL 08 17493; ILAlg 01 00282,Africa proconsularis,Guelma / Calama,,Augusti/Augustae; milites; ordo senatorius; tituli honorarii; tituli sacri; viri / material: lapis,L(ucio) Stei[3] / [3] Hor(atia) [3] / [3 trib(uno) mil(itum) l]eg(ionis) VIIII Hispan[ae 3] / [3 a]<d=T> census [accipiendos] / [pro]vinciae [3] / [3 di]vi [T]raiani [3] / [3 pro]co(n)s(uli) [3] / [3]M[3] / [3 pa]trono,,,EDCS: undated,L. Stei[us?] [...] Hor.,[tribunus militum l]eg. VIIII Hispan[ae]; ad census accipiendos provinciae [...]; [... di]vi Traiani; proconsul,yes,"CIL VIII 5355 = ILAlg I 282 (Calama). ""divi Traiani"" -> Hadrianic or later; undated in EDCS. Not in EDH."
EDCS,EDCS-14805723,https://edcs.hist.uzh.ch/monument/EDCS-14805723,"CIL 09 04685 (p 685, 2389)",Samnium / Regio IV,Rieti / Reate,,liberti/libertae; mulieres; tituli sacri; tria nomina; viri / material: lapis,C(aio) Octavio P(ubli) f(ilio) Pastori / Publ(ilia) Vero[n]a / sig(nifero) leg(ionis) VIIII / deductus Reate ab(!) divo Aug(usto) [Vesp(asiano)] / Octaviae C(ai) l(ibertae) Secu[ndae] / coniugi / C(aio) Octavio C(ai) f(ilio) Qui(rina) Pastor[i] / Octaviae C(ai) l(ibertae) Urs[3] / [3]s sui[sque] / C(aio) Octavio Trog[3] / omni honore [,79,100,EDCS dating field (no criteria stated),"C. Octavius P. f. Pub. Pastor, Verona",signifer leg. VIIII; deductus Reate ab divo Aug. Vespasiano,yes,CIL IX 4685. Veteran colonist settled at Reate by Vespasian (so discharged c. 70-79). Not in EDH.
EDCS,EDCS-14805727,https://edcs.hist.uzh.ch/monument/EDCS-14805727,"CIL 09 04689 (p 685, 2390); Reggiani-1981 00041",Samnium / Regio IV,Rieti / Reate,,Augusti/Augustae; liberti/libertae; milites; tituli sacri; tituli sepulcrales; tria nomina; viri / material: lapis,L(ucio) Valerio / Valenti / veterano leg(ionis) / VIIII deducto Reate / a divo Augusto / Vespasiano / Valeriae Cale / L(ucius) Valerius Fortunatu(s) / patronis bene / merentibus fecit,79,100,EDCS dating field (no criteria stated),L. Valerius Valens,veteranus leg. VIIII; deductus Reate a divo Aug. Vespasiano,yes,CIL IX 4689. Not in EDH.
EDCS,EDCS-15000024,https://edcs.hist.uzh.ch/monument/EDCS-15000024,AE 1950 00124,Britannia,Lincoln / Lindum,,,Leg(io) IX Hisp(ana),71,122,EDCS dating field (no criteria stated),-,tile stamp LEG IX HISP,yes,"= EDH HD021832 (AE 1950, 124, Lincoln?; = RIB II 2462.9(i) per EDH comment)."
EDCS,EDCS-15100031,https://edcs.hist.uzh.ch/monument/EDCS-15100031,AE 1949 00103; AE 1951 +00009,Britannia,London / Londinium,,milites; tituli possessionis; viri / material: opus figlinae,[3] ima(ginifer) leg(ionis) IX,71,100,EDCS dating field (no criteria stated),anonymous,imaginifer leg. IX (graffito),yes,"= EDH HD027675 (AE 1949, 103, London). Same object as EDCS-51700627 (RIB II 2501.7)."
EDCS,EDCS-16100418,https://edcs.hist.uzh.ch/monument/EDCS-16100418,AE 1930 00109,Galatia,Yaglibayat / Savatra,,milites; tituli operum; tituli sepulcrales; tria nomina; viri,Lucio Servaeo [Sa]/bino |(centurioni) leg(ionis) VIII(I) His/panae |(centurioni) leg(ionis) III Au[g](ustae) / |(centurioni) leg(ionis) VI Victricis / statuam ex testam[ento],101,150,EDCS dating field (no criteria stated),L. Servaeus Sabinus,"centurio leg. VIIII Hispanae, III Augustae, VI Victricis",yes,"= EDH HD025791 (AE 1930, 109, Savatra)."
EDCS,EDCS-16201101,https://edcs.hist.uzh.ch/monument/EDCS-16201101,ILAlb 00045; CIA 00058; LIA 00041; AE 1923 00040,Macedonia,Durres / Dyrrachium,,Augusti/Augustae; milites; ordo equester; sacerdotes pagani; tria nomina; viri / material: lapis,Q(uinto) Paesidio C(ai) f(ilio) / Aem(ilia) Macedoni / prim(o) pil(o) leg(ionis) IX Hisp(anae) / praef(ecto) castror(um) leg(ionis) IV / Scythic(ae) trib(uno) milit(um) leg(ionis) / eiusdem auguri / flamini Neronis / Claudii Caesaris Aug(usti) / Germanici,54,66,EDCS dating field (no criteria stated),Q. Paesidius C. f. Aem. Macedo,primus pilus leg. IX Hispanae; praef. castrorum leg. IIII Scythicae; trib. mil. leg. eiusdem; augur; flamen Neronis,yes,"= EDH HD026035 (Dyrrachium), Neronian."
EDCS,EDCS-16201163,https://edcs.hist.uzh.ch/monument/EDCS-16201163,D 09485; AE 1914 00262; AE 1922 +00079; BritRom 03 00017,Galatia,Yalvac / Antiochia Pisidiae,,Augusti/Augustae; milites; ordo equester; ordo senatorius; tituli honorarii; tituli sacri; tria nomina; viri,C(aio) Carist[a]/nio C(ai) f(ilio) Ser(gia) Fr[on]/toni trib(uno) mil(itum) pr[aef(ecto)] / eq(uitum) alae Bosp(oranorum) adl[e]/cto in senatu(m) inter / tribunic(ios) promoto in/ter praetorios leg(ato) pro / pr(aetore) Ponti et Bithyn(iae) leg(ato) Imp(eratoris) / divi Vespasian(i) Aug(usti) leg(ionis) / IX Hispanae in Britann(ia) / leg(ato) pro pr(aetore) Imp(eratoris) divi Titi / Caes(aris) Aug(usti) et Imp(eratoris) Domitian(i) / Caes(aris) Aug(usti) provinc(iae) Pam/phyliae et Lyciae patro/no col(oniae) || T(itus) Caristanius Cal/purnianus Rufus / ob merita eius h(onoris) c(ausa),,,EDCS: undated,C. Caristanius C. f. Serg. Fronto (cos. suff. 90),legatus Imp. divi Vespasiani leg. IX Hispanae in Britannia (c. 76-79),yes,"= EDH HD021539 (ILS 9485 = AE 1914, 262, Antioch in Pisidia)."
EDCS,EDCS-16300271,https://edcs.hist.uzh.ch/monument/EDCS-16300271,NSA 1913 22; AE 1913 00215,Latium et Campania / Regio I,Agnano,,tituli sepulcrales,D(is) M(anibus) / L(ucio) Decrio L(uci) f(ilio) Ser(gia) / Longino / praef(ecto) fabrum / |(centurioni) leg(ionis) II Aug(ustae) et VII / Gemin(ae) bis et XXII / Deiotar(i)an(ae) p(rimo) p(ilo) legion(is) / eiusdem praef(ecto) castr(orum) / leg(ionis) VIIII Hispa(nae) / L(ucius) Decrius L(uci) f(ilius) Ser(gia) / Iulianus qui et / Numisianus / princeps leg(ionis) XI Cl(audiae) P(iae) F(idelis) patr(i) opt(imo) / testamento fieri iussit,101,140,EDCS dating field (no criteria stated),L. Decrius L. f. Serg. Longinus,"praef. fabrum; centurio leg. II Aug., VII Gem. (bis), XXII Deiot.; primus pilus leg. eiusdem; praefectus castrorum leg. VIIII Hispanae",yes,"= EDH HD027393 (AE 1913, 215, Agnano). Career pairs the two ""lost"" legions XXII Deiotariana and IX Hispana."
EDCS,EDCS-16300627,https://edcs.hist.uzh.ch/monument/EDCS-16300627,IGLS 06 02796; D 09200; Freis 00050; IDRE 02 00406; ZPE 64 265; AE 1903 00368; AE 1904 +00095; AE 1907 +00134; AE 1912 +00264; AE 2011 +00051; AE 2015 +01742,Syria,Baalbek / Balabakk / Heliopolis,,milites; ordo equester; tituli honorarii; tria nomina; viri,C(aio) Velio Sal/vi f(ilio) Rufo p(rimo) p(ilo) leg(ionis) XII / Fulm(inatae) / praef(ecto) vexillari/orum leg(ionum) VIIII I Adiut(ricis) II Adiut(ricis) / II Aug(ustae) VIII Aug(ustae) VIIII Hisp(anae) XIIII Ge/m(inae) XX Vic(tricis) XXI Rapac(is) trib(uno) co/h(ortis) XIII urb(anae) duci exercitus Africi et / Mauretanici ad nationes quae / sunt in Mauretania comprimendas do/nis donato ab Imp(eratore) Vespasiano et Imp(eratore) / Tito bello Iudaico corona vallar(i) / torquibus <ph=F>a[le]ris armillis item / donis donato corona murali / hastis duabus vexillis duobus et bel/lo Marcomannorum Quadorum / Sarmatarum adversus quos expedi/tionem fecit per regnum Decebali / regis Dacorum corona murali has/tis duabus vexillis duobus proc(uratori) Imp(eratoris) Cae/saris Aug(usti) Germanici provinciae Panno/niae et Dalmatiae item proc(uratori) provinciae / Raetiae ius gladi(i) hic missus in Parthiam Epipha/nem et Callinicum regis Antiochi filios ad / Imp(eratorem) Vespasianum cum ampla manu tribu/tariorum reduxit M(arcus) Alfius M(arci) f(ilius) Fabia O/lympiacus aquilife[r] vet(eranus) leg(ionis) XV Apollinar(is),96,117,EDCS dating field (no criteria stated),C. Velius Salvi f. Rufus,"primus pilus leg. XII Fulm.; praefectus vexillariorum legionum VIIII (I Adi., II Adi., II Aug., VIII Aug., VIIII Hisp., XIIII Gem., XX Vic., XXI Rapax)",yes,"= EDH HD031653 (ILS 9200 = IGLS VI 2796, Heliopolis). Vexillation of IX Hispana in a Domitianic war (83 or 89)."
EDCS,EDCS-17700479,https://edcs.hist.uzh.ch/monument/EDCS-17700479,CIL 08 00986 (p 1283),Africa proconsularis,Haruri,,tituli sepulcrales; viri / material: lapis,]/issimus vixit / annis LXXXVI m(ensibus) / VI d(iebus) VIIII <h=I>(ic) s(itus) e(st),,,EDCS: undated,-,-,no,"""diebus VIIII h(ic) s(itus)"" - false hit."
EDCS,EDCS-17800486,https://edcs.hist.uzh.ch/monument/EDCS-17800486,"CIL 06 01333 (p 3141, 3805, 4682, 4774); CIL 06 31633; D 01077; IDRE 01 00008; AE 2016 +00028",Roma,Roma,,milites; ordo senatorius; sacerdotes pagani; tituli honorarii; tria nomina; viri / material: lapis,L(ucio) Aemilio L(uci) f(ilio) Cam(ilia) Karo co(n)[s(uli)] / leg(ato) Aug(usti) pr(o) pr(aetore) provinciae Cappadociae / leg(ato) Aug(usti) pr(o) pr(aetore) censitori provinciae Lugdunensis / leg(ato) Aug(usti) pr(o) pr(aetore) provinciae Arabiae / curatori viae Flaminiae leg(ato) leg(ionis) XXX U(lpiae) V(ictricis) / praet(ori) trib(uno) pleb(is) quaest(ori) Aug(usti) / trib(uno) militum leg(ionis) VIII Aug(ustae) / trib(uno) militum leg(ionis) VIIII Hispanae / Xviro stlitib(us) iudic(andis) / sodali Flaviali XVviro s(acris) f(aciundis) / C(aius) Iulius Erucianus Crispus praef(ectus) / alae primae Ulpiae Dacorum / amico optimo,172,177,EDCS dating field (no criteria stated),L. Aemilius L. f. Cam. Karus (cos. suff. c. 144),"tribunus militum leg. VIII Aug.; tribunus militum leg. VIIII Hispanae; later leg. leg. XXX U.V., governor of Arabia (142/3), Cappadocia",yes,"CIL VI 1333 = ILS 1077 (Rome). Tribunate of IX Hispana c. 120s; key to the ""legion survived Hadrian"" argument (livius.org, Wikipedia). Not in EDH."
EDCS,EDCS-19000504,https://edcs.hist.uzh.ch/monument/EDCS-19000504,"CIL 06 03492a (p 3396, 3846); CIL 06 32901a; D 02288; IDRE 01 00024; AE 1994 00037; AE 1995 00044; AE 2019 +00015",Roma,Roma,,milites / material: lapis,Nomina leg(ionum) || II Aug(usta) / VI Victr(ix) / XX Victr(ix) / VIII Aug(usta) / XXII Prim(igenia) / I Min(ervia) / XXX Ulp(ia) / I Adiut(rix) / X Gem(ina) / XIIII Gem(ina) / I Parth(ica) || II Adiut(rix) / IIII Flav(ia) / VII Claud(ia) / I Italic(a) / V Maced(onica) / XI Claud(ia) / XIII Gem(ina) / XII Fulm(inata) / XV Apol(linaris) / III Gall(ica) / II Parth(ica) || IIII Scyth(ica) / XVI Flav(ia) / VI Ferrat(a) / X Frete(nsis) / III Cyren(aica) / II Traian(a) / III Aug(usta) / VII Gem(ina) / II Italic(a) / III Italic(a) / III Parth(ica),200,200,EDCS dating field (no criteria stated),-,"""Nomina legionum"": list of the 33 legions (Severan, after 197)",yes,"CIL VI 3492a = ILS 2288 (Rome, column); IX Hispana ABSENT from the list. Not in EDH."
EDCS,EDCS-19700276,https://edcs.hist.uzh.ch/monument/EDCS-19700276,"CIL 06 03584 (p 3847); D 02656; IDRE 01 00003; DHA 2024 130,3",Roma,Roma,,milites; ordo equester; tituli operum; tituli sepulcrales; tria nomina; viri / material: lapis,Ti(berio) Claudio Ti(beri) f(ilio) [G]al(eria) Vitali ex equ[i]te R(omano) / ordinem accepit in leg(ione) V [Mac(edonica)] successione / promotus [ex] leg(ione) V Ma[c(edonica)] in leg(ione) [I I]tal(icam) donis d(onato) / torquib(us) armill(is) phaler(is) corona va[l(ari)] bello / Dacico succesione promot(us) ex leg(ione) I Ital(ica) in leg(ionem) / I Miner(viam) [it]er(um) donis d(onato) torquib(us) armil[l(is)] phaler(is) / corona val[l(ari)] bello Dacico successione pro/mot(us) ex leg(ione) I Miner(via) in leg(ionem) XX Vict(ricem) item prom(otus) / in leg(ionem) ead(em) item successione promotus ex leg(ione) XX / Vict(rice) in leg(ionem) IX [Hi]sp(anicam) succ(essione) promot(us) ex leg(ione) IX [Hi]sp(anica) / in leg(ionem) VII Cl(audiam) P(iam) F(idelem) item successit in leg(ione) ead(em) / milit(avit) |(centurio) in II pr(inceps) post(erior) annis XI vixit annis XLI,121,122,EDCS dating field (no criteria stated),Ti. Claudius Ti. f. Gal. Vitalis,"centurio: leg. V Mac., I Ital., I Minervia (bellum Dacicum), XX Vict., IX Hisp., VII Cl. P.F.; princeps posterior coh. II (died aged 41)",yes,CIL VI 3584 = ILS 2656 (Rome). Transfer XX V.V. -> IX Hisp. -> VII Claudia after the Dacian wars. Not in EDH.
EDCS,EDCS-19700321,https://edcs.hist.uzh.ch/monument/EDCS-19700321,CIL 06 03639,Roma,Roma,,milites; tituli sepulcrales; tria nomina; viri / material: lapis,M(arcus) Valerius / M(arci) f(ilius) Ani(ensi) / Saturnin<us=I> / Foro Iuli(i) / mil(es) leg(ionis) VIIII / Hispanae / |(centuria) Antoni / Kari / milit(avit) an(nos) XVII / vix(it) an(nos) XXXIIX / t(estamento) p(oni) i(ussit),31,70,EDCS dating field (no criteria stated),"M. Valerius M. f. Ani. Saturninus, Forum Iulii","miles leg. VIIII Hispanae, centuria Antoni Kari (militavit XVII)",yes,CIL VI 3639 (Rome). Not in EDH.
EDCS,EDCS-19800432,https://edcs.hist.uzh.ch/monument/EDCS-19800432,"CIL 06 03675 (p 3007, 3758, 4138); CIL 06 30856; CIL 06 39833; D 03783; AE 2020 +00023",Roma,Roma,,Augusti/Augustae; milites; ordo senatorius; tituli sacri; tria nomina; viri / material: lapis,Pro salute / Ti(beri) Caesar[is Au]g[u]st(i) / pontific[is maxi]mi / princi[p]is [Opti]mi et / ius[tissimi] / [ex] v[oto suscep]to / C(aius) Fulviu[s 3]us / proco(n)s(ul) [3 pr(aetor) pra]ef(ectus) / frum(enti) dan[d(i)] ex s(enatus) [c(onsulto) le]g(atus) / pro pr(aetore) II[3 ae]d(ilis) pl[ebis 3] q(uaestor) / pro pr(aetore) tr(ibunus) mil(itum) l(egionis) IX Hisp(anae) / Concordiae / auri p(ondo) V arg(enti) p(ondo) XXIII,31,31,EDCS dating field (no criteria stated),C. Fulvius [...]us (RE Fulvius 11),tribunus militum leg. IX Hisp(anae); later proconsul etc.,yes,"CIL VI 3675 = ILS 3783, votive to Concordia for Tiberius; EDCS dates AD 31. Not in EDH."
EDCS,EDCS-20600417,https://edcs.hist.uzh.ch/monument/EDCS-20600417,CIL 10 06006; D 01066; ILMN 01 00585,Latium et Campania / Regio I,Minturno / Minturnae,,tituli sacri / material: lapis,L(ucio) Burbuleio L(uci) f(ilio) Quir(ina) / Optato Ligariano / co(n)s(uli) sodal(i) Aug(ustali) leg(ato) Imperat(oris) / Antonini Aug(usti) Pii pro pr(aetore) prov(inciae) / Syriae in quo honor(e) decessit leg(ato) / eiusdem et divi Hadriani pro pr(aetore) prov(inciae) / Cappad(ociae) cur(atori) oper(um) locor(um)q(ue) publ(icorum) praef(ecto) / aerar(ii) Saturn(i) proco(n)s(uli) Sicil(iae) logiste / Syriae legat(o) leg(ionis) XVI Fl(aviae) Firm(ae) cur(atori) rei p(ublicae) / Narbon(ensium) item Anconitanor(um) item / Tarricin(ensium) curat(ori) viar(um) Clodiae Cassiae / Ciminae pr(aetori) aed(ili) pl(ebis) q(uaestori) Ponti et Bithyn(iae) / trib(uno) laticl(avio) leg(ionis) IX Hispan(ae) IIIvir(o) <c=K>apit(ali) / patr(ono) col(oniae) / Rasinia Pietas nutr(ix) filiar(um) eius / s(ua) p(ecunia) p(osuit) l(ocus) d(atus) d(ecreto) d(ecurionum),141,150,EDCS dating field (no criteria stated),L. Burbuleius L. f. Qui. Optatus Ligarianus (cos. suff. c. 135),tribunus laticlavius leg. IX Hispanae,yes,CIL X 6006 = ILS 1066 (Minturnae). Not in EDH.
EDCS,EDCS-20800051,https://edcs.hist.uzh.ch/monument/EDCS-20800051,CIL 10 06098; Hiberia p 332; AE 1995 00276,Latium et Campania / Regio I,Formia / Formiae,,milites; tituli sepulcrales; tria nomina; viri / material: lapis,[C(aius) Fu]rius C(ai) f(ilius) Aem(ilia) Gallu[s 3] / [prae]f(ectus) levis armaturae pr[3] / Hispanie(n)sis / [C(aius) F]urius C(ai) f(ilius) M(arci) n(epos) Aem(ilia) [,1,50,EDCS dating field (no criteria stated),C. Furius C. f. Aem. Gallus,praefectus levis armaturae [...] Hispaniensis,no,"Auxiliary command, not leg. IX."
EDCS,EDCS-20800611,https://edcs.hist.uzh.ch/monument/EDCS-20800611,CIL 08 02747 (p 1739); D 01070 (p 174),Numidia,Lambaesis,,milites; ordo equester; ordo senatorius; tituli honorarii; tria nomina; viri / material: lapis,L(ucio) Novio Crispino / Martiali Saturnino / co(n)s(uli) desig(nato) leg(ato) Aug(usti) pr(o) pr(aetore) / provinciae Africae proco(n)s(uli) Galliae / Narbonensis leg(ato) Aug(usti) leg(ionis) I Italicae / leg(ato) Aug(usti) iuridico Asturiae et <C=G>allaeciae / praetori trib(uno) pleb(is) quaestori pro praet(ore) / provinciae Macedoniae trib(uno) mil(itum) / leg(ionis) VIIII Hisp(anicae) IIIIviro viarum / curandarum seviro eq(uitum) Romanorum / veterani leg(ionis) III Aug(ustae) / qui militare coeperunt Glabrione / et Torquato item Asiatico II et Aquilino co(n)s(ulibus),149,150,EDCS dating field (no criteria stated),L. Novius Crispinus Martialis Saturninus (cos. 150),tribunus militum leg. VIIII Hispanae (early in career),yes,"= EDH HD031258 (CIL VIII 2747 = ILS 1070, Lambaesis)."
EDCS,EDCS-21200156,https://edcs.hist.uzh.ch/monument/EDCS-21200156,"CIL 03 00087 (p 968); CIL 03 14148,10; IJordanie 04 00051; IGLS 21 04, 00051",Arabia,Petra,,milites; ordo senatorius; tituli honorarii; tria nomina; viri / material: lapis,T(ito) Aninio L(uci) f(ilio) Pap(iria) Sextio Florentino IIIviro aur(o) arg(ento) flando trib(uno) milit(um) leg(ionis) I Minerviae quaest(ori) prov(inciae) Achaiae trib(uno) pleb(is) leg(ato) leg(ionis) VIIII Hisp(anae) proco(n)sul(i) / pr[ov(inciae)] Narb(onensis) leg(ato) Aug(usti) pr(o) pr(aetore) prov(inciae) Arab(iae) patri piis[sim]o ex testamento ipsius,,,EDCS: undated,T. Aninius L. f. Pap. Sextius Florentinus,legatus leg. VIIII Hispanae; proconsul Narbonensis; leg. Aug. pr. pr. prov. Arabiae (127),yes,"CIL III 87 = IGLS XXI/4, 51 (Petra tomb). Legionary command c. 120-125; undated in EDCS. Not in EDH."
EDCS,EDCS-22000190,https://edcs.hist.uzh.ch/monument/EDCS-22000190,CIL 11 01838,Etruria / Regio VII,Arezzo / Arretium / Adretium,, / material: lapis,[3]io Q(uinti) f(ilio) Pom(ptina) / [3 trib(uno) mili]t(um?) leg(ionis) VIIII / [3] q(uaestori) pro pr(aetore) tr(ibuno) pleb(is) / [3 ae]r(e) conlat(o) a plebe,25,37,EDCS dating field (no criteria stated),[...]ius Q. f. Pom.,tribunus militum leg. VIIII; quaestor pro praetore; tribunus plebis,yes,"CIL XI 1838 (Arretium), Tiberian per EDCS. No legion cognomen. Not in EDH."
