TEMPERATURE																		PRECIPITATION        																
     	JAN 	FEB 	MRC	APR 	MAY	JUN 	JUL 	AUG 	SEP 	OKT 	NOV 	DEC	Winter	Spring	Summer	Autumn	Year	JAN 	FEB 	MRC	APR 	MAY	JUN 	JUL 	AUG 	SEP 	OKT 	NOV 	DEC	Winter	Spring	Summer	Autumn	Year
1800	1	-2	-3	3	2	-3	0	2	1	-2	1	-1	-1.3	0.7	-0.3	0	-0.25	3	-1	-2	3	1	1	-3	-3	1	0	0	0	-0.30	0.70	-1.70	0.30	-0.25
1801	2	0	1	0	1	-2	-1	0	1	1	1	1	0.3	0.7	-1	1	0.25	0	0	1	-1	3	-1	1	-3	2	2	2	3	0.00	1.00	-1.00	2.00	0.50
1802	-3	0	-1	1	0	2	-2	3	1	2	0	0	-0.7	0	1	1	0.33	-1	0	-1	-3	0	0	1	-3	-2	0	1	0	0.70	-1.30	-0.70	-0.30	-0.42
1803	-2	-3	-2	2	-3	-1	1	2	-3	-2	1	1	-1.7	-1	0.7	-1.3	-0.83	-1	-3	-3	0	-1	-2	-1	-3	-2	-1	2	0	-1.30	-1.30	-2.00	-0.30	-1.25
1804	3	-2	-2	0	2	2	-1	-1	0	0	0	-3	0.7	0	0	0	0.17	2	1	1	-1	0	-3	3	-3	-3	2	1	1	1.00	0.00	-1.00	0.00	0.00
1805	-2	0	-2	-2	-2	-2	-3	-2	0	-3	-3	-2	-1.7	-2	-2.3	-2	-2	2	0	-1	0	0	0	1	-2	-1	1	-3	0	1.00	-0.30	-0.30	-1.00	-0.17
1806	3	2	0	-3	2	0	-1	-1	-1	-1	2	3	1	-0.3	-0.7	0	0	2	0	1	-2	1	-3	3	0	0	-1	-1	0	0.70	0.00	0.00	-0.70	0.00
1807	-2	1	-3	-2	2	-2	2	3	-2	2	1	-2	0.7	-1	1	0.3	0.25	-1	2	-3	-3	0	-3	-3	-2	2	-1	2	-2	0.30	-2.00	-2.70	1.00	-0.83
1808	0	-2	-3	-2	3	-2	2	2	-1	-3	0	-3	-1.3	-0.7	0.7	-1.3	-0.67	0	0	-3	-1	-1	0	0	-2	3	2	-1	0	-0.70	-1.70	-0.70	1.30	-0.42
1809	1	3	-1	-3	0	-2	-1	0	-2	-3	-3	0	0.3	-1.3	-1	-2.7	-1.17	2	0	-2	1	1	-2	0	1	1	-3	0	0	0.70	0.00	-0.30	-0.70	-0.08
1810	-3	-3	2	-1	-1	-2	-2	-1	2	0	1	1	-2	0	-1.7	1	-0.67	-3	0	1	-2	3	-1	3	0	0	0	2	3	-1.00	0.70	0.70	0.70	0.25
1811	-3	2	2	2	3	2	1	0	0	3	1	-2	0	2.3	1	1.3	1.17	-1	2	-3	2	-2	0	-2	0	0	1	0	0	1.30	-1.00	-0.70	0.30	0.00
1812	-3	1	-2	-3	1	-2	-2	-2	-2	0	-3	-3	-1.3	-1.3	-2	-1.7	-1.58	-1	0	2	-3	0	0	0	0	0	2	0	-2	-0.30	-0.30	0.00	0.70	0.00
1813	-3	1	-2	1	0	-2	-3	-3	-3	-1	-1	-2	-1.7	-0.3	-2.7	-1.7	-1.58	-3	0	-3	-2	1	0	3	-3	0	0	-1	-1	-1.70	-1.30	0.00	-0.30	-0.83
1814	-2	-3	-3	2	-2	-2	0	-2	-3	-2	1	2	-2.3	-1	-1.3	-1.3	-1.5	3	-2	-3	-3	-2	1	2	-1	-3	-2	2	1	0.00	-2.70	0.70	-1.00	-0.75
1815	-3	2	2	1	1	-2	-2	-2	-1	0	-3	-2	0.3	1.3	-2	-1.3	-0.42	0	0	0	-1	0	-3	0	-1	-3	0	0	0	0.30	-0.30	-1.30	-1.00	-0.58
1816	0	-2	-2	-1	-2	-3	-3	-3	-2	-1	-3	-2	-1.3	-1.7	-3	-2	-2	1	0	0	1	1	0	3	1	-1	-1	2	-1	0.30	0.70	1.30	0.00	0.58
1817	2	2	-2	-3	-2	1	-2	-2	2	-3	0	-2	0.7	-2.3	-1	-0.3	-0.75	-1	0	0	-3	2	-1	0	0	-3	0	-1	-1	-0.70	-0.30	-0.30	-1.30	-0.67
1818	0	0	-1	1	-2	0	1	-1	-2	-2	2	-3	-0.7	-0.7	0	-0.7	-0.5	-1	0	1	-2	2	-3	-1	-3	0	0	-3	-3	-0.70	0.30	-2.30	-1.00	-0.92
1819	1	1	0	2	1	-1	0	0	0	-1	-2	-1	-0.3	1	-0.3	-1	-0.17	-1	1	-2	-1	1	1	0	-2	-2	0	0	0	-1.00	-0.70	-0.30	-0.70	-0.67
1820	-2	0	-3	3	0	-2	-1	2	-3	-2	-3	-2	-1	0	-0.3	-2.7	-1	-1	-2	-2	-3	-1	-2	3	-1	0	0	-1	-3	-1.00	-2.00	0.00	-0.30	-0.83
1821	0	-2	0	2	-2	-3	-3	0	0	-2	2	3	-1.3	0	-2	0	-0.83	1	-3	0	0	1	-3	3	0	-1	-2	-3	0	-1.70	0.30	0.00	-2.00	-0.83
1822	0	2	3	0	3	3	0	0	0	2	2	-3	1.7	2	1	1.3	1.5	-1	-3	-3	-3	0	-3	0	-1	-1	-1	0	-2	-1.30	-2.00	-1.30	-0.70	-1.33
1823	-3	2	-2	-1	1	-2	-2	0	0	-2	-3	1	-1.3	-0.7	-1.3	-1.7	-1.25	1	1	-1	0	-1	0	-1	-1	-2	0	-3	-1	0.00	-0.70	-0.70	-1.70	-0.75
1824	-1	1	-2	-2	-1	-2	1	0	1	0	2	3	0.3	-1.7	-0.3	1	-0.17	-1	-2	-2	-2	-1	0	-2	0	0	2	2	0	-1.30	-1.70	-0.70	1.30	-0.58
1825	0	-1	-3	2	0	-1	0	0	1	-1	2	2	0.7	-0.3	-0.3	0.7	0.17	0	0	-1	-3	0	-1	-1	0	-1	-1	3	0	0.00	-1.30	-0.70	0.30	-0.42
1826	-3	1	0	0	-2	1	2	3	2	2	-2	-1	0	-0.7	2	0.7	0.5	-3	-1	-3	-2	0	-3	0	-3	0	0	1	0	-1.30	-1.70	-2.00	0.30	-1.17
1827	-2	-3	1	2	2	-1	2	0	0	1	-3	2	-2	1.7	0.3	-0.7	-0.17	1	0	2	-3	3	0	-3	0	-3	1	-2	0	0.30	0.70	-1.00	-1.30	-0.33
1828	2	1	0	0	0	2	1	-2	0	-1	0	1	1.7	0	0.3	-0.3	0.42	0	0	-1	0	-1	-3	3	0	0	0	0	-3	0.00	-0.70	0.00	0.00	-0.17
1829	-3	-2	-1	0	0	-2	0	-2	-2	-2	-3	-3	-1.3	-0.3	-1.3	-2.3	-1.33	1	-1	0	3	-1	1	-1	0	3	0	0	-1	-1.00	0.70	0.00	1.00	0.17
1830	-3	-2	2	3	0	-2	1	-1	-2	-2	1	-2	-2.7	1.7	-0.7	-1	-0.67	-3	0	-1	2	0	1	1	0	2	-3	0	1	-1.30	0.30	0.70	-0.30	-0.17
1831	-2	0	2	1	-1	-2	0	0	-2	3	0	0	-1.3	0.7	-0.7	0.3	-0.25	0	0	0	-1	1	1	2	1	1	0	0	0	0.30	0.00	1.30	0.30	0.50
1832	-1	-1	-2	0	-2	-2	0	2	-2	-2	-1	0	-0.7	-1.3	0	-1.7	-0.92	0	-2	0	-3	0	0	-3	0	-3	-1	0	0	-0.70	-1.00	-1.00	-1.30	-1.00
1833	-3	3	-2	-2	3	2	-2	-3	-2	0	0	3	0	-0.3	-1	-0.7	-0.5	-3	2	-1	3	-3	0	0	-2	1	-1	-1	2	-0.30	-0.30	-0.70	-0.30	-0.42
1834	3	0	-1	-2	3	2	2	2	3	0	0	-2	2	0	2	1	1.25	2	-3	-3	-1	0	-2	1	0	-3	0	-1	-3	0.30	-1.30	-0.30	-1.30	-0.67
1835	0	1	-1	-1	0	-1	2	0	0	-2	-3	-3	-0.3	-0.7	0.3	-1.7	-0.58	0	1	0	-3	2	-3	-2	0	0	2	0	-3	-0.70	-0.30	-1.70	0.70	-0.50
1836	-1	-2	2	-2	-3	0	0	0	-2	0	0	0	-2	-1	0	-0.7	-0.92	0	0	0	-1	-1	1	-1	0	1	-2	3	2	-1.00	-0.70	0.00	0.70	-0.25
1837	-2	0	-3	-3	-3	2	-1	2	-3	-2	-1	0	-0.7	-3	1	-2	-1.17	-2	0	-1	0	1	-3	1	-1	-1	-1	2	-1	0.00	0.00	-1.00	0.00	-0.25
1838	-3	-2	-1	-3	0	-2	-1	-3	-1	-2	1	-2	-1.7	-1.3	-2	-0.7	-1.42	0	0	0	-2	1	1	-2	0	1	0	2	-1	-0.30	-0.30	-0.30	1.00	0.00
1839	-1	0	-2	-3	-2	3	0	-3	-2	1	1	2	-1	-2.3	0	0	-0.83	1	0	1	-2	0	-2	-2	0	2	0	0	2	0.00	-0.30	-1.30	0.70	-0.25
1840	1	-2	-3	2	0	-1	-3	0	-2	-3	2	-3	0.3	-0.3	-1.3	-1	-0.58	1	0	-3	-3	1	0	2	0	3	0	2	-3	1.00	-1.70	0.70	1.70	0.42
1841	-2	-2	2	0	3	-2	-3	-2	2	1	0	2	-2.3	1.7	-2.3	1	-0.5	1	0	0	0	0	1	1	0	0	2	0	3	-0.70	0.00	0.70	0.70	0.17
1842	-3	-2	0	-1	1	2	-1	2	-2	-3	-3	-1	-1	0	1	-2.7	-0.67	-1	-2	1	-3	0	-3	2	-2	2	1	1	-2	0.00	-0.70	-1.00	1.30	-0.08
1843	1	1	-1	0	-2	-3	-2	0	0	0	1	-1	0.3	-1	-1.7	0.3	-0.5	2	0	-2	2	3	1	0	0	-3	1	-1	-3	0.00	1.00	0.30	-1.00	0.08
1844	-2	-2	-1	2	-2	2	-1	-3	0	0	1	-3	-1.7	-0.3	-0.7	0.3	-0.58	0	1	0	-2	0	0	1	1	1	2	0	-3	-0.70	-0.70	0.70	1.00	0.08
1845	0	-3	-3	0	-3	0	0	-3	-1	-2	1	2	-2	-2	-1	-0.7	-1.42	0	0	1	0	2	1	0	1	1	0	0	3	-1.00	1.00	0.70	0.30	0.25
1846	0	2	1	0	0	3	2	2	0	0	-1	-3	1.3	0.3	2.3	-0.3	0.92	2	-1	1	2	0	0	0	0	0	1	0	0	1.30	1.00	0.00	0.30	0.67
1847	0	-2	-2	-3	3	-3	0	0	-3	-2	-1	-3	-1.7	-0.7	-1	-2	-1.33	0	0	-1	3	-1	1	0	1	0	0	-3	-1	0.00	0.30	0.70	-1.00	0.00
1848	-3	1	0	1	0	-1	-1	0	-2	-1	-2	-1	-1.7	0.3	-0.7	-1.7	-0.92	-2	0	2	3	-3	0	-1	0	-1	0	0	-2	-1.00	0.70	-0.30	-0.30	-0.25
1849	1	1	-2	-2	0	2	0	-2	0	1	-3	-2	0.3	-1.3	0	-0.7	-0.42	2	-1	-1	1	1	1	-1	-2	1	2	0	-1	-0.30	0.30	-0.70	1.00	0.08
1850	-3	2	-3	0	-2	-1	0	-2	-3	-3	2	-1	-1	-1.7	-1	-1.3	-1.25	0	0	-3	2	0	0	-1	0	-2	0	0	-2	-0.30	-0.30	-0.30	-0.70	-0.42
1851	0	-1	-1	0	-3	1	-1	0	-3	0	-3	-3	-0.7	-1.3	0	-2	-1	0	0	1	1	1	-3	3	1	1	0	-1	-3	-0.70	1.00	0.30	0.00	0.17
1852	2	0	-3	-2	0	-2	2	-1	-1	-2	3	2	-0.3	-1.7	-0.3	0	-0.58	0	0	-3	-2	0	1	0	3	2	1	0	-2	-1.00	-1.70	1.30	1.00	-0.08
1853	2	-2	-3	-2	-2	-2	0	1	-1	0	-1	-3	0.7	-2.3	-0.3	-0.7	-0.67	0	0	0	2	2	1	0	1	1	2	-2	-3	-0.70	1.30	0.70	0.30	0.42
1854	0	-2	-1	1	0	-2	0	-2	0	0	-3	1	-1.7	0	-1.3	-1	-1	-1	0	-3	-2	1	1	3	0	-3	0	1	2	-1.30	-1.30	1.30	-0.70	-0.50
1855	-3	-2	-2	-1	-2	-2	-2	2	-1	2	-3	-3	-1.3	-1.7	-0.7	-0.7	-1.08	-1	3	1	-1	1	0	1	-1	1	3	0	0	1.30	0.30	0.00	1.30	0.75
1856	1	0	-2	1	-2	1	-1	3	-2	0	-3	-1	-0.7	-1	1	-1.7	-0.58	3	-1	0	1	3	-1	0	0	2	-1	0	0	0.70	1.30	-0.30	0.30	0.50
1857	-1	-2	-2	-1	1	-1	2	2	1	1	-1	-2	-1.3	-0.7	1	0.3	-0.17	-1	-2	-1	1	1	0	-2	0	1	0	-2	-2	-1.00	0.30	-0.70	-0.30	-0.42
1858	-3	-2	-2	2	-3	3	-2	-1	2	0	-3	0	-2.3	-1	0	-0.3	-0.92	-3	0	-1	0	1	-3	2	0	0	0	0	0	-1.70	0.00	-0.30	0.00	-0.50
1859	0	1	2	0	-1	0	3	3	0	2	-2	-3	0.3	0.3	2	0	0.67	-1	0	-1	2	1	1	-2	-2	0	1	0	0	-0.30	0.70	-1.00	0.30	-0.08
1860	2	-2	-2	-2	0	-1	-3	-2	-2	-1	-3	-1	-1	-1.3	-2	-2	-1.58	2	0	1	0	0	1	0	1	3	0	2	1	0.70	0.30	0.70	1.70	0.83
1861	-3	2	0	-1	-1	2	0	3	0	2	0	-2	-0.7	-0.7	1.7	0.7	0.25	-3	-1	1	-2	-3	1	3	-3	2	-1	1	-2	-1.00	-1.30	0.30	0.70	-0.33
1862	0	1	2	3	3	-1	1	-1	0	2	-1	0	-0.3	2.7	-0.3	0.3	0.58	2	0	0	-1	0	1	-1	1	1	1	-1	0	0.00	-0.30	0.30	0.30	0.08
1863	2	0	0	2	1	1	0	2	-2	2	0	1	0.7	1	1	0	0.67	2	-3	0	0	-1	2	-3	0	3	0	0	-1	-0.30	-0.30	-0.30	1.00	0.00
1864	-3	-2	1	-1	0	-2	-1	-2	-2	-2	0	-3	-1.3	0	-1.7	-1.3	-1.08	-3	-1	0	-2	0	2	-2	-2	0	-2	1	-3	-1.70	-0.70	-0.70	-0.30	-0.83
1865	1	-2	-3	3	3	1	2	-1	2	1	1	-2	-1.3	1	0.7	1.3	0.42	1	1	0	-3	0	-2	-1	1	-3	1	0	-2	-0.30	-1.00	-0.70	-0.70	-0.67
1866	2	3	0	2	-2	2	0	-3	0	0	0	1	1	0	-0.3	0	0.17	0	3	3	0	1	-2	0	1	0	-2	0	0	0.30	1.30	-0.30	-0.70	0.17
1867	0	3	0	1	0	-1	-2	1	1	-2	-3	-2	1.3	0.3	-0.7	-1.3	-0.08	2	0	3	3	1	0	-1	-1	-1	1	-3	-1	0.70	2.30	-0.70	-1.00	0.33
1868	-2	1	-2	0	3	2	1	1	2	0	-3	3	-1	0.3	1.3	-0.3	0.08	-1	-3	0	0	-2	-2	0	-1	0	1	-1	1	-1.70	-0.70	-1.00	0.00	-0.83
1869	0	3	-3	2	1	-3	2	-2	1	-3	0	-2	2	0	-1	-0.7	0.08	-2	0	0	-1	1	-1	-1	-1	0	-1	0	1	-0.30	0.00	-1.00	-0.30	-0.42
1870	0	-2	-2	0	1	2	2	-3	-2	0	0	-3	-1.3	-0.3	0.3	-0.7	-0.5	-2	0	0	-3	-2	-3	0	0	-1	3	0	0	-0.30	-1.70	-1.00	0.70	-0.58
1871	-3	0	0	1	-2	-3	0	1	2	-3	-3	-3	-2	-0.3	-0.7	-1.3	-1.08	0	0	-1	2	-3	0	0	-2	0	1	-2	-3	0.00	-0.70	-0.70	-0.30	-0.42
1872	1	1	1	1	-2	-1	2	-2	0	0	2	2	-0.3	0	-0.3	0.7	0	1	0	-2	0	3	0	0	1	-3	3	2	0	-0.70	0.30	0.30	0.70	0.17
1873	1	0	2	-1	-2	0	2	2	-2	1	0	-2	1	-0.3	1.3	-0.3	0.42	0	0	1	1	0	-1	0	-1	0	0	0	-3	0.00	0.70	-0.70	0.00	0.00
1874	0	-1	-1	2	-3	1	2	-2	1	0	-3	-2	-1	-0.7	0.3	-0.7	-0.5	-3	-2	-1	-1	0	0	-1	0	-3	-1	0	1	-2.70	-0.70	-0.30	-1.30	-1.25
1875	2	-2	-2	0	2	2	-2	2	2	-2	0	-3	-0.7	0	0.7	0	0	1	-2	-1	-3	-1	0	3	0	0	3	2	-3	0.00	-1.70	1.00	1.70	0.25
1876	-2	1	0	0	-3	-1	1	2	-2	3	-1	2	-1.3	-1	0.7	0	-0.42	-3	3	3	2	0	2	-2	0	2	-3	0	0	-1.00	1.70	0.00	-0.30	0.08
1877	3	2	-2	0	-3	3	-1	1	-3	-2	2	0	2.3	-1.7	1	-1	0.17	0	1	1	1	3	-3	1	0	-2	0	2	0	0.30	1.70	-0.70	0.00	0.33
1878	-2	0	-2	0	1	-2	-1	-1	0	1	-2	-3	-0.7	-0.3	-1.3	-0.3	-0.67	-1	-2	0	3	3	3	0	3	-1	1	0	2	-1.00	2.00	2.00	0.00	0.75
1879	0	1	-1	-2	-3	0	-3	2	0	-2	-3	-3	-0.7	-2	-0.3	-1.7	-1.17	-1	2	-2	1	0	0	3	-1	-1	-1	0	-1	1.00	-0.30	0.70	-0.70	0.17
1880	-3	0	2	0	-2	-2	0	-1	0	-1	0	3	-2	0	-1	-0.3	-0.83	-3	0	-3	2	-2	1	0	1	1	3	0	0	-1.30	-1.00	0.70	1.30	-0.08
1881	-3	1	1	-2	-2	-1	2	0	-2	-3	2	-1	0.3	-1	0.3	-1	-0.33	0	0	0	0	-1	-1	-2	1	3	0	-1	0	0.00	-0.30	-0.70	0.70	-0.08
1882	-1	0	2	0	0	-2	-2	-3	-2	1	2	1	-0.7	0.7	-2.3	0.3	-0.5	-3	-2	-2	1	0	2	1	1	3	1	2	3	-1.70	-0.30	1.30	2.00	0.33
1883	0	2	-3	-1	0	-2	-2	-1	-1	-1	1	-1	1	-1.3	-1.7	-0.3	-0.58	0	0	-1	-1	0	1	2	-3	2	0	0	0	1.00	-0.70	0.00	0.70	0.25
1884	2	2	1	-2	1	-3	1	1	0	-1	-2	0	1	0	-0.3	-1	-0.08	0	0	-3	-1	0	-1	1	0	0	-1	-2	0	0.00	-1.30	0.00	-1.00	-0.58
1885	-2	3	-2	1	-3	2	1	-2	-2	-2	0	-2	0.3	-1.3	0.3	-1.3	-0.5	-3	2	0	0	2	-2	-2	-1	2	2	0	0	-0.30	0.70	-1.70	1.30	0.00
1886	-1	-2	-2	1	0	-2	0	0	2	1	1	0	-1.7	-0.3	-0.7	1.3	-0.33	0	-1	0	0	0	1	0	0	-1	1	2	2	-0.30	0.00	0.30	0.70	0.17
1887	-2	-2	-3	-1	-3	1	2	-1	-2	-3	-2	-2	-1.3	-2.3	0.7	-2.3	-1.33	-3	-3	2	-1	2	-3	0	0	0	0	1	2	-1.30	1.00	-1.00	0.30	-0.25
1888	-2	-2	-2	-2	0	-1	-3	-2	0	-3	1	-2	-2	-1.3	-2	-0.7	-1.5	-1	0	2	3	-1	1	3	0	1	1	0	-2	0.30	1.30	1.30	0.70	0.92
1889	-2	-2	-3	-2	2	2	-1	-2	-2	-2	-1	-3	-2	-1	-0.3	-1.7	-1.25	-3	2	0	0	0	3	0	0	0	3	0	-2	-1.00	0.00	1.00	1.00	0.25
1890	2	-2	-1	-1	0	-2	-2	-1	-2	-3	-1	-3	-1	-0.7	-1.7	-2	-1.33	1	-2	-2	1	1	0	0	3	-2	0	1	-2	-1.00	0.00	1.00	-0.30	-0.08
1891	-3	-2	-2	-2	-1	-1	-2	-2	0	2	-2	1	-2.7	-1.7	-1.7	0	-1.5	-2	-3	0	0	2	1	2	0	0	1	2	0	-2.30	0.70	1.00	1.00	0.08
1892	0	0	-3	0	0	0	-1	2	1	-2	2	-3	0.3	-1	0.3	0.3	0	0	2	0	-1	-2	0	0	-2	1	2	0	-1	0.70	-1.00	-0.70	1.00	0.00
1893	-3	2	1	3	0	1	0	2	0	2	-1	-2	-1.3	1.3	1	0.3	0.33	0	1	-2	-3	0	-1	1	-3	1	0	0	-2	0.00	-1.70	-1.00	0.30	-0.58
1894	-1	1	0	2	-2	-2	0	-1	-2	0	1	-2	-0.7	0	-1	-0.3	-0.5	-1	0	-2	0	2	-2	1	0	0	1	0	0	-1.00	0.00	-0.30	0.30	-0.25
1895	-3	-3	-2	1	0	0	0	0	3	-2	3	1	-2.7	-0.3	0	1.3	-0.42	2	0	0	0	0	-1	-1	0	-3	1	1	1	0.70	0.00	-0.70	-0.30	-0.08
1896	-1	-2	2	-2	-2	0	0	-3	-1	-2	-3	-1	-0.7	-0.7	-1	-2	-1.08	-3	-3	2	0	-1	2	2	1	2	3	0	1	-1.70	0.30	1.70	1.70	0.50
1897	-1	3	3	0	-2	2	0	0	-2	-2	-1	-1	0.3	0.3	0.7	-1.7	-0.08	-1	1	2	1	-1	-2	-1	2	2	-3	-3	0	0.30	0.70	-0.30	-1.30	-0.17
1898	1	0	-2	0	-2	-2	-2	2	1	2	2	0	0	-1.3	-0.7	1.7	-0.08	-3	0	0	1	3	2	-1	-2	-3	2	1	-1	-1.00	1.30	-0.30	0.00	0.00
1899	3	2	-1	0	-2	-1	0	2	0	0	0	-3	1.7	-1	0.3	0	0.25	2	-2	-3	3	0	-2	0	-3	0	0	-3	0	-0.30	0.00	-1.70	-1.00	-0.75
1900	2	2	-3	0	-2	2	2	-2	1	0	1	2	0.3	-1.7	0.7	0.7	0	3	1	0	0	0	-1	0	0	0	0	0	0	1.30	0.00	-0.30	0.00	0.25
1901	-2	-3	-2	0	0	0	1	-2	0	0	-3	0	-1	-0.7	-0.3	-1	-0.75	-1	0	0	3	-3	0	0	0	1	0	-2	0	-0.30	0.00	0.00	-0.30	-0.17
1902	1	-1	0	2	-3	-1	0	-1	-1	-2	-2	-2	0	-0.3	-0.7	-1.7	-0.67	0	2	1	0	1	0	0	2	0	1	-1	0	0.70	0.70	0.70	0.00	0.50
1903	0	2	2	-3	0	-2	-2	-1	0	2	1	-2	0	-0.3	-1.7	1	-0.25	0	-1	0	1	1	0	2	0	-2	2	1	-1	-0.30	0.70	0.70	0.30	0.33
1904	-1	1	-1	2	1	1	3	2	-2	0	-2	1	-0.7	0.7	2	-1.3	0.17	-1	3	0	0	1	0	-3	-1	0	0	-1	0	0.30	0.30	-1.30	-0.30	-0.25
1905	-2	0	1	0	-2	1	2	0	0	-3	0	0	-0.3	-0.3	1	-1	-0.17	-1	-1	2	1	0	-1	-2	3	2	0	1	-1	-0.70	1.00	0.00	1.00	0.33
1906	1	-1	-2	0	0	-2	0	2	-1	2	1	-2	0	-0.7	0	0.7	0	0	0	0	-1	0	-2	0	-3	-3	-2	1	1	-0.30	-0.30	-1.70	-1.30	-0.92
1907	-1	-2	-1	-2	0	-2	-3	0	0	2	1	2	-1.7	-1	-1.7	1	-0.83	0	0	0	1	1	1	0	-1	-1	1	-1	2	0.30	0.70	0.00	-0.30	0.17
1908	-2	0	-2	-2	1	2	0	-3	-2	-2	-2	-1	0	-1	-0.3	-2	-0.83	-3	2	0	1	1	-1	0	0	1	-3	0	0	0.30	0.70	-0.30	-0.70	0.00
1909	-2	-2	-2	1	-1	-2	-3	0	-2	2	-2	2	-1.7	-0.7	-1.7	-0.7	-1.17	-1	-2	1	0	-2	2	1	0	0	1	0	2	-1.00	-0.30	1.00	0.30	0.00
1910	1	1	0	-1	-2	-1	-2	-1	-2	2	0	2	1.3	-1	-1.3	0	-0.25	3	1	-1	0	0	3	2	0	0	0	3	1	2.00	-0.30	1.70	1.00	1.08
1911	-2	0	0	-2	0	-2	2	3	2	0	2	2	0	-0.7	1	1.3	0.42	-3	0	0	-1	-1	0	-3	-2	0	1	0	1	-0.70	-0.70	-1.70	0.30	-0.67
1912	1	2	3	-1	1	-1	-1	-3	-3	-2	-2	1	1.7	1	-1.7	-2.3	-0.33	0	0	2	-2	0	1	0	2	-2	1	-1	-1	0.30	0.00	1.00	-0.70	0.17
1913	2	0	2	0	0	-1	-3	-2	-2	2	3	0	1	0.7	-2	1	0.17	1	-1	1	0	0	0	1	0	1	0	2	0	-0.30	0.30	0.30	1.00	0.33
1914	-3	1	1	3	-2	-2	-2	0	-2	-1	-1	2	-0.7	0.7	-1.3	-1.3	-0.67	0	0	3	-1	2	0	2	1	0	-1	0	2	0.00	1.30	1.00	-0.30	0.50
1915	1	0	-2	-2	2	2	-1	-2	-2	-3	-3	3	1	-0.7	-0.3	-2.7	-0.67	2	0	0	0	0	0	0	0	0	-2	1	1	1.30	0.00	0.00	-0.30	0.25
1916	3	1	0	0	0	-3	-2	0	-2	1	0	1	2.3	0	-1.7	-0.3	0.08	-1	2	1	1	0	2	0	0	0	2	1	3	0.70	0.70	0.70	1.00	0.75
1917	-1	-2	-3	-3	3	2	0	-1	2	-2	0	-3	-0.7	-1	0.3	0	-0.33	-1	-2	2	0	0	-1	3	3	-2	3	0	-3	0.00	0.70	1.70	0.30	0.67
1918	0	0	0	0	2	-3	0	0	0	-2	-1	3	-1	0.7	-1	-1	-0.58	0	-2	0	1	-3	1	0	-2	3	0	0	3	-1.70	-0.70	-0.30	1.00	-0.42
1919	0	-1	-1	-3	0	0	-3	2	2	-3	-2	1	0.7	-1.3	-0.3	-1	-0.5	0	2	3	2	-3	-2	1	-3	0	0	2	3	1.70	0.70	-1.30	0.70	0.42
1920	3	1	2	1	2	-1	0	-3	0	-2	-3	-1	1.7	1.7	-1.3	-1.7	0.08	1	-2	0	2	0	0	1	0	2	-2	-3	0	0.70	0.70	0.30	-1.00	0.17
1921	3	0	1	-1	1	0	3	0	1	3	-3	-1	0.7	0.3	1	0.3	0.58	1	-2	-2	-1	1	-2	-2	0	0	-2	-2	-1	-0.30	-0.70	-1.30	-1.30	-0.92
1922	0	-1	0	-2	2	0	-2	-2	-2	-3	-2	1	-0.7	0	-1.3	-2.3	-1.08	3	2	1	3	-2	0	2	0	1	2	0	1	1.30	0.70	0.70	1.00	0.92
1923	0	2	0	0	-1	-3	2	1	-1	3	-1	-1	1	-0.3	0	0.3	0.25	-1	2	0	1	1	-1	-1	0	0	2	3	3	0.70	0.70	-0.70	1.70	0.58
1924	-1	-2	-1	0	1	-1	0	-3	0	1	0	-1	-1.3	0	-1.3	0.3	-0.58	-2	0	0	2	2	0	1	1	0	0	-3	-2	0.30	1.30	0.70	-1.00	0.33
1925	2	2	-3	0	0	1	-1	-1	-3	0	-2	0	1	-1	-0.3	-1.7	-0.5	-1	1	-1	1	1	-3	1	0	1	-1	0	2	-0.70	0.30	-0.70	0.00	-0.25
1926	0	3	0	2	-2	-3	-1	0	2	1	2	-2	1	0	-1.3	1.7	0.33	2	1	0	0	3	1	1	-2	-1	2	0	-2	1.70	1.00	0.00	0.30	0.75
1927	1	0	1	0	0	-1	0	-1	0	0	0	-2	-0.3	0.3	-0.7	0	-0.17	1	0	2	1	0	2	1	3	2	-2	0	0	-0.30	1.00	2.00	0.00	0.67
1928	2	2	0	0	-2	-1	2	2	0	0	2	0	0.7	-0.7	1	0.7	0.42	1	0	0	0	1	0	-3	0	-1	1	2	1	0.30	0.30	-1.00	0.70	0.08
1929	-2	-3	-1	-2	1	1	1	0	3	2	1	3	-1.7	-0.7	0.7	2	0.08	-3	-2	-3	0	0	0	0	0	-2	0	0	2	-1.30	-1.00	0.00	-0.70	-0.75
1930	2	0	1	1	-2	3	-2	0	0	1	3	0	1.7	0	0.3	1.3	0.83	0	0	0	3	3	0	3	0	0	2	2	0	0.70	2.00	1.00	1.30	1.25
1931	0	-2	-3	-1	3	2	-1	-2	-3	-2	2	-2	-0.7	-0.3	-0.3	-1	-0.58	2	0	1	0	0	0	2	2	-1	0	-1	0	0.70	0.30	1.30	-0.70	0.42
1932	1	-3	-3	-1	-2	-2	-1	3	3	1	1	-1	-1.3	-2	0	1.7	-0.42	-1	-3	1	0	2	-1	3	0	0	1	-1	-2	-1.30	1.00	0.70	0.00	0.08
1933	-1	0	1	0	-2	-3	1	2	2	1	-1	-3	-0.7	-0.3	0	0.7	-0.08	-2	0	0	-1	2	3	0	-2	0	1	0	-3	-1.30	0.30	0.30	0.30	-0.08
